Sample,Transect.ID,Individual ID,Year,Site,VisitNumber,Lat,Long,Collected,Transect,NetorPan,DateCollected,Type,SpeciesCode,GenusCode,Sex,RNA conc.,Virus_Type,Virus,Richness,EstRich_Asyp,EstRich_46,EstRich_183,EstRich_338,Abundance,Diversity,APME_ABUND,BOIM_ABUND,LASI_ABUND,PEPR_ABUND
3709,PR16D2,PR16D2N-215,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,73.8,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1767,PR16B1,PR16B1N-20,2016,PR,1,42.84507,-84.37847,squash,B,Net,7/26/2016,NON,PEPR,PEPO,F,449,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1838,PR16A1,PR16A1P-91,2016,PR,1,42.84507,-84.37847,squash,A,Pan,7/26/2016,NON,LASI,LASI,F,7,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1984,PR16C1,PR16C1P-236,2016,PR,1,42.84507,-84.37847,squash,C,Pan,7/26/2016,NON,PEPR,PEPO,F,510,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
2074,PR16D1,PR16D1P-328,2016,PR,1,42.84507,-84.37847,flowers,D,Pan,7/26/2016,NON,PEPR,PEPO,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3671,PR16D2,PR16D2N-177,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,260,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3723,PR16D2,PR16D2N-229,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,144,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1773,PR16B1,PR16B1N-26,2016,PR,1,42.84507,-84.37847,squash,B,Net,7/26/2016,NON,PEPR,PEPO,F,218,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1774,PR16B1,PR16B1N-27,2016,PR,1,42.84507,-84.37847,squash,B,Net,7/26/2016,NON,PEPR,PEPO,F,550,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
2036,PR16C1,PR16C1P-289,2016,PR,1,42.84507,-84.37847,squash,C,Pan,7/26/2016,NON,PEPR,PEPO,M,238,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3838,PR16A2,PR16A2P-344,2016,PR,2,42.84507,-84.37847,squash,A,Pan,8/23/2016,NON,LASI,LASI,F,67.5,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3841,PR16A2,PR16A2P-347,2016,PR,2,42.84507,-84.37847,squash,A,Pan,8/23/2016,NON,LASI,LASI,F,47.3,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3604,PR16B2,PR16B2N-110,2016,PR,2,42.84507,-84.37847,squash,B,Net,8/23/2016,NON,BOIM,BOMB,F,36,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3717,PR16D2,PR16D2N-223,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,Sample too low,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3743,PR16D2,PR16D2N-249,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,Sample too low,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1758,PR16A1,PR16A1N-11,2016,PR,1,42.84507,-84.37847,squash,A,Net,7/26/2016,NON,PEPR,PEPO,F,125,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1760,PR16A1,PR16A1N-13,2016,PR,1,42.84507,-84.37847,squash,A,Net,7/26/2016,NON,PEPR,PEPO,F,131,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1766,PR16B1,PR16B1N-19,2016,PR,1,42.84507,-84.37847,squash,B,Net,7/26/2016,NON,PEPR,PEPO,F,91.2,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1796,PR16C1,PR16C1N-49,2016,PR,1,42.84507,-84.37847,squash,C,Net,7/26/2016,NON,PEPR,PEPO,F,129,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1827,PR16A1,PR16A1P-80,2016,PR,1,42.84507,-84.37847,squash,A,Pan,7/26/2016,NON,PEPR,PEPO,F,123,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1830,PR16A1,PR16A1P-83,2016,PR,1,42.84507,-84.37847,squash,A,Pan,7/26/2016,NON,LASI,LASI,F,19.4,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
2069,PR16D1,PR16D1P-323,2016,PR,1,42.84507,-84.37847,flowers,D,Pan,7/26/2016,NON,PEPR,PEPO,F,154,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3516,PR16A2,PR16A2N-22,2016,PR,2,42.84507,-84.37847,squash,A,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3649,PR16C2,PR16C2N-155,2016,PR,2,42.84507,-84.37847,squash,C,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3667,PR16C2,PR16C2N-173,2016,PR,2,42.84507,-84.37847,squash,C,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3690,PR16D2,PR16D2N-196,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,292,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3724,PR16D2,PR16D2N-230,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,345,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3739,PR16D2,PR16D2N-245,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,352,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3749,PR16D2,PR16D2N-255,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,550,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1765,PR16B1,PR16B1N-18,2016,PR,1,42.84507,-84.37847,squash,B,Net,7/26/2016,NON,PEPR,PEPO,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1795,PR16C1,PR16C1N-48,2016,PR,1,42.84507,-84.37847,squash,C,Net,7/26/2016,NON,PEPR,PEPO,F,434,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1898,PR16B1,PR16B1P-151,2016,PR,1,42.84507,-84.37847,squash,B,Pan,7/26/2016,NON,LASI,LASI,F,12.2,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1938,PR16B1,PR16B1P-190,2016,PR,1,42.84507,-84.37847,squash,B,Pan,7/26/2016,NON,LASI,LASI,F,115,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
2067,PR16D1,PR16D1P-320,2016,PR,1,42.84507,-84.37847,flowers,D,Pan,7/26/2016,NON,PEPR,PEPO,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3696,PR16D2,PR16D2N-202,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,NON,LASI,LASI,F,66.4,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1764,PR16B1,PR16B1N-17,2016,PR,1,42.84507,-84.37847,squash,B,Net,7/26/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3556,PR16A2,PR16A2N-62,2016,PR,2,42.84507,-84.37847,squash,A,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3575,PR16B2,PR16B2N-81,2016,PR,2,42.84507,-84.37847,squash,B,Net,8/23/2016,NON,BOIM,BOMB,F,456,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3647,PR16C2,PR16C2N-153,2016,PR,2,42.84507,-84.37847,squash,C,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3681,PR16D2,PR16D2N-187,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,130,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3714,PR16D2,PR16D2N-220,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,466,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3727,PR16D2,PR16D2N-233,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,217,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3751,PR16D2,PR16D2N-257,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,59.4,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3805,PR16D2,PR16D2N-311,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,104,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3778,PR16D2,PR16D2N-284,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,NON,LASI,LASI,F,71.6,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3877,PR16D2,PR16D2P-385,2016,PR,2,42.84507,-84.37847,flowers,D,Pan,8/23/2016,NON,LASI,LASI,F,29.2,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3503,PR16A2,PR16A2N-9,2016,PR,2,42.84507,-84.37847,squash,A,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3508,PR16A2,PR16A2N-14,2016,PR,2,42.84507,-84.37847,squash,A,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3635,PR16C2,PR16C2N-141,2016,PR,2,42.84507,-84.37847,squash,C,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3636,PR16C2,PR16C2N-142,2016,PR,2,42.84507,-84.37847,squash,C,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3664,PR16C2,PR16C2N-170,2016,PR,2,42.84507,-84.37847,squash,C,Net,8/23/2016,NON,BOIM,BOMB,F,too high,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3734,PR16D2,PR16D2N-240,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,too high,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3735,PR16D2,PR16D2N-241,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,406,DWV,1,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1819,PR16A1,PR16A1P-72,2016,PR,1,42.84507,-84.37847,squash,A,Pan,7/26/2016,NON,LASI,LASI,F,27.9,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1840,PR16A1,PR16A1P-93,2016,PR,1,42.84507,-84.37847,squash,A,Pan,7/26/2016,NON,LASI,LASI,F,23.7,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1910,PR16B1,PR16B1P-163,2016,PR,1,42.84507,-84.37847,squash,B,Pan,7/26/2016,NON,LASI,LASI,F,53.1,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
2070,PR16D1,PR16D1P-324,2016,PR,1,42.84507,-84.37847,flowers,D,Pan,7/26/2016,NON,LASI,LASI,F,122,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3564,PR16B2,PR16B2N-70,2016,PR,2,42.84507,-84.37847,squash,B,Net,8/23/2016,NON,LASI,LASI,F,30,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3801,PR16D2,PR16D2N-307,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,NON,LASI,LASI,F,188,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1926,PR16B1,PR16B1P-178,2016,PR,1,42.84507,-84.37847,squash,B,Pan,7/26/2016,NON,LASI,LASI,F,43.5,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3587,PR16B2,PR16B2N-93,2016,PR,2,42.84507,-84.37847,squash,B,Net,8/23/2016,APIS,BOIM,BOMB,F,432,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3742,PR16D2,PR16D2N-248,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,109,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3810,PR16D2,PR16D2N-316,2016,PR,2,42.84507,-84.37847,flowers,D,Net,8/23/2016,APIS,APME,APIS,F,332,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3835,PR16A2,PR16A2P-341,2016,PR,2,42.84507,-84.37847,squash,A,Pan,8/23/2016,NON,LASI,LASI,F,35.3,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
3889,PR16D2,PR16D2P-397,2016,PR,2,42.84507,-84.37847,flowers,D,Pan,8/23/2016,NON,LASI,LASI,F,25,DWV,0,41,85.042,10.03,20.069,27.33,756,0.742441421,71,167,331,53
1473,S15B2,S15B2N-16,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1494,S15B2,S15B2N-37,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,APIS,APME,APIS,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1499,S15D2,S15D2N-42,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1501,S15D2,S15D2N-44,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1504,S15D2,S15D2N-47,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1507,S15D2,S15D2N-50,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1523,S15C2,S15C2N-66,2015,S,1,42.45859,-83.77424,squash,C,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1527,S15C2,S15C2N-70,2015,S,1,42.45859,-83.77424,squash,C,Net,8/7/2015,APIS,APME,APIS,F,25.3,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1591,S15C2,S15C2P-134,2015,S,1,42.45859,-83.77424,squash,C,Pan,8/7/2015,APIS,APME,APIS,F,33.2,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1617,S15D2,S15D2P-160,2015,S,1,42.45859,-83.77424,flowers,D,Pan,8/7/2015,NON,BOFE,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1683,S15D3,S15D3N-53,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1703,S15D3,S15D3N-73,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,APIS,APME,APIS,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1709,S15C3,S15C3N-79,2015,S,2,42.45859,-83.77424,squash,C,Net,8/21/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1725,S15C3,S15C3N-95,2015,S,2,42.45859,-83.77424,squash,C,Net,8/21/2015,NON,BOIM,BOMB,F,48.5,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1460,S15A2,S15A2N-3,2015,S,1,42.45859,-83.77424,squash,A,Net,8/7/2015,NON,PEPR,PEPO,M,60,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1522,S15D2,S15D2N-65,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,LASI,LASI,F,30.3,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1540,S15C2,S15C2N-83,2015,S,1,42.45859,-83.77424,squash,C,Net,8/7/2015,NON,PEPR,PEPO,M,68,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1548,S15C2,S15C2N-91,2015,S,1,42.45859,-83.77424,squash,C,Net,8/7/2015,NON,PEPR,PEPO,M,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1569,S15A2,S15A2P-112,2015,S,1,42.45859,-83.77424,squash,A,Pan,8/7/2015,NON,LASI,LASI,F,30.4,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1602,S15C2,S15C2P-145,2015,S,1,42.45859,-83.77424,squash,C,Pan,8/7/2015,NON,LASI,LASI,F,8,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1708,S15C3,S15C3N-78,2015,S,2,42.45859,-83.77424,squash,C,Net,8/21/2015,NON,PEPR,PEPO,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1743,S15C3,S15C3P-113,2015,S,2,42.45859,-83.77424,squash,C,Pan,8/21/2015,NON,LASI,LASI,F,39,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1492,S15B2,S15B2N-35,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,APIS,APME,APIS,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1512,S15D2,S15D2N-55,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,APIS,APME,APIS,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1518,S15D2,S15D2N-61,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,APIS,APME,APIS,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1553,S15C2,S15C2N-96,2015,S,1,42.45859,-83.77424,squash,C,Net,8/7/2015,NON,PEPR,PEPO,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1593,S15C2,S15C2P-136,2015,S,1,42.45859,-83.77424,squash,C,Pan,8/7/2015,NON,LASI,LASI,F,44,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1615,S15D2,S15D2P-158,2015,S,1,42.45859,-83.77424,flowers,D,Pan,8/7/2015,NON,LASI,LASI,F,100,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1713,S15C3,S15C3N-83,2015,S,2,42.45859,-83.77424,squash,C,Net,8/21/2015,NON,PEPR,PEPO,M,92,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1719,S15C3,S15C3N-89,2015,S,2,42.45859,-83.77424,squash,C,Net,8/21/2015,NON,PEPR,PEPO,M,98,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1742,S15C3,S15C3P-112,2015,S,2,42.45859,-83.77424,squash,C,Pan,8/21/2015,NON,LASI,LASI,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1472,S15B2,S15B2N-15,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1519,S15D2,S15D2N-62,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,APIS,APME,APIS,F,163,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1633,S15A3,S15A3N-3,2015,S,2,42.45859,-83.77424,squash,A,Net,8/21/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1661,S15B3,S15B3N-31,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,NON,BOIM,BOMB,F,463,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1663,S15B3,S15B3N-33,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,APIS,APME,APIS,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1668,S15D3,S15D3N-38,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,NON,BOIM,BOMB,F,590,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1694,S15D3,S15D3N-64,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,APIS,APME,APIS,F,12.6,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1699,S15D3,S15D3N-69,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,APIS,APME,APIS,F,198,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1466,S15A2,S15A2N-9,2015,S,1,42.45859,-83.77424,squash,A,Net,8/7/2015,NON,PEPR,PEPO,F,422,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1586,S15B2,S15B2P-129,2015,S,1,42.45859,-83.77424,squash,B,Pan,8/7/2015,NON,LASI,LASI,F,37.7,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1616,S15D2,S15D2P-159,2015,S,1,42.45859,-83.77424,flowers,D,Pan,8/7/2015,NON,LASI,LASI,F,62.6,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1634,S15A3,S15A3N-4,2015,S,2,42.45859,-83.77424,squash,A,Net,8/21/2015,NON,PEPR,PEPO,F,433,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1636,S15A3,S15A3N-6,2015,S,2,42.45859,-83.77424,squash,A,Net,8/21/2015,NON,PEPR,PEPO,F,570,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1642,S15B3,S15B3N-12,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,NON,PEPR,PEPO,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1648,S15B3,S15B3N-18,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,NON,PEPR,PEPO,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1738,S15B3,S15B3P-108,2015,S,2,42.45859,-83.77424,squash,B,Pan,8/21/2015,NON,LASI,LASI,F,40.4,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1740,S15C3,S15C3P-110,2015,S,2,42.45859,-83.77424,squash,C,Pan,8/21/2015,NON,LASI,LASI,F,61.2,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1745,S15D3,S15D3P-115,2015,S,2,42.45859,-83.77424,flowers,D,Pan,8/21/2015,NON,LASI,LASI,F,107,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1468,S15B2,S15B2N-11,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1493,S15B2,S15B2N-36,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,APIS,APME,APIS,F,11,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1502,S15D2,S15D2N-45,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1505,S15D2,S15D2N-48,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1515,S15D2,S15D2N-58,2015,S,1,42.45859,-83.77424,flowers,D,Net,8/7/2015,APIS,APME,APIS,F,138,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1650,S15B3,S15B3N-20,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,APIS,APME,APIS,F,320,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1654,S15B3,S15B3N-24,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,NON,BOIM,BOMB,F,too high,DWV,1,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1662,S15B3,S15B3N-32,2015,S,2,42.45859,-83.77424,squash,B,Net,8/21/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1678,S15D3,S15D3N-48,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,APIS,APME,APIS,F,265,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1698,S15D3,S15D3N-68,2015,S,2,42.45859,-83.77424,flowers,D,Net,8/21/2015,NON,BOIM,BOMB,F,too high,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1480,S15B2,S15B2N-23,2015,S,1,42.45859,-83.77424,squash,B,Net,8/7/2015,NON,PEPR,PEPO,M,140,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1592,S15C2,S15C2P-135,2015,S,1,42.45859,-83.77424,squash,C,Pan,8/7/2015,NON,LASI,LASI,F,89.1,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
1607,S15C2,S15C2P-150,2015,S,1,42.45859,-83.77424,squash,C,Pan,8/7/2015,NON,LASI,LASI,F,34.8,DWV,0,19,46.903,10.071,15.987,20.354,288,0.838614005,54,50,51,69
