Sample,Transect.ID,Individual ID,Year,Site,VisitNumber,Lat,Long,Collected,Transect,NetorPan,DateCollected,Type,SpeciesCode,GenusCode,Sex,RNA conc.,Virus_Type,Virus,Richness,EstRich_Asyp,EstRich_46,EstRich_183,EstRich_338,Abundance,Diversity,APME_ABUND,BOIM_ABUND,LASI_ABUND,PEPR_ABUND
1154,BJ15A3,BJ15A3N-7,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,PEPR,PEPO,F,271,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1176,BJ15B3,BJ15B3N-29,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,97.5,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1234,BJ15C3,BJ15C3P-87,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,NON,PEPR,PEPO,F,580,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
507,BJ15A2,BJ15A2N-6,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
519,BJ15B2,BJ15B2N-18,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,APIS,APME,APIS,F,16.2,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
522,BJ15B2,BJ15B2N-21,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,144,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1148,BJ15A3,BJ15A3N-1,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,590,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1149,BJ15A3,BJ15A3N-2,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1153,BJ15A3,BJ15A3N-6,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1155,BJ15A3,BJ15A3N-8,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,APIS,APME,APIS,F,230,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1162,BJ15B3,BJ15B3N-15,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,406,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1182,BJ15B3,BJ15B3N-35,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,APIS,APME,APIS,F,600,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1196,BJ15C3,BJ15C3N-49,2015,BJ,2,41.79369,-83.63598,squash,C,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1216,BJ15B3,BJ15B3P-69,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,APIS,APME,APIS,F,378,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
502,BJ15A2,BJ15A2N-1,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,PEPR,PEPO,M,126,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
517,BJ15B2,BJ15B2N-16,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,PEPR,PEPO,M,10.1,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1157,BJ15A3,BJ15A3N-10,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,PEPR,PEPO,M,120,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1172,BJ15B3,BJ15B3N-25,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,F,520,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1175,BJ15B3,BJ15B3N-28,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,PEPR,PEPO,M,179,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1213,BJ15A3,BJ15A3P-66,2015,BJ,2,41.79369,-83.63598,squash,A,Pan,7/31/2015,NON,LASI,LASI,F,45.2,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1215,BJ15A3,BJ15A3P-68,2015,BJ,2,41.79369,-83.63598,squash,A,Pan,7/31/2015,NON,LASI,LASI,F,28.8,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1225,BJ15B3,BJ15B3P-78,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,51.5,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1228,BJ15B3,BJ15B3P-81,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,225,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1249,BJ15C3,BJ15C3P-102,2015,BJ,2,41.79369,-83.63598,squash,C,Pan,7/31/2015,NON,LASI,LASI,F,15.2,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
508,BJ15A2,BJ15A2N-7,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,530,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
511,BJ15A2,BJ15A2N-10,2015,BJ,1,41.79369,-83.63598,squash,A,Net,7/23/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
518,BJ15B2,BJ15B2N-17,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,APIS,APME,APIS,F,18.3,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
521,BJ15B2,BJ15B2N-20,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,417,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
523,BJ15B2,BJ15B2N-22,2015,BJ,1,41.79369,-83.63598,squash,B,Net,7/23/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
571,BJ15C2,BJ15C2P-70,2015,BJ,1,41.79369,-83.63598,squash,C,Pan,7/23/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1150,BJ15A3,BJ15A3N-3,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1151,BJ15A3,BJ15A3N-4,2015,BJ,2,41.79369,-83.63598,squash,A,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1161,BJ15B3,BJ15B3N-14,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1164,BJ15B3,BJ15B3N-17,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1168,BJ15B3,BJ15B3N-21,2015,BJ,2,41.79369,-83.63598,squash,B,Net,7/31/2015,NON,BOIM,BOMB,F,too high,BQCV,1,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
555,BJ15A2,BJ15A2P-54,2015,BJ,1,41.79369,-83.63598,squash,A,Pan,7/23/2015,NON,LASI,LASI,F,9.4,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
559,BJ15B2,BJ15B2P-58,2015,BJ,1,41.79369,-83.63598,squash,B,Pan,7/23/2015,NON,LASI,LASI,F,21.9,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
576,BJ15D2,BJ15D2P-75,2015,BJ,1,41.79369,-83.63598,flowers,D,Pan,7/23/2015,NON,LASI,LASI,F,67.1,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
578,BJ15D2,BJ15D2P-77,2015,BJ,1,41.79369,-83.63598,flowers,D,Pan,7/23/2015,NON,LASI,LASI,F,19.1,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
1222,BJ15B3,BJ15B3P-75,2015,BJ,2,41.79369,-83.63598,squash,B,Pan,7/31/2015,NON,LASI,LASI,F,33.6,BQCV,0,25,28.978,12.921,25,28.247,183,0.814834722,16,42,61,16
2342,BP16B1,BP16B1N-27,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,87.2,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2348,BP16B1,BP16B1N-33,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,298,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4209,BP16C2,BP16C2N-96,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,APIS,APME,APIS,F,294,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2323,BP16A1,BP16A1N-8,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,PEPR,PEPO,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2397,BP16D1,BP16D1N-82,2016,BP,1,42.5732,-84.38707,flowers,D,Net,8/10/2016,NON,LASI,LASI,F,11.1,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4266,BP16D2,BP16D2N-153,2016,BP,2,42.5732,-84.38707,flowers,D,Net,8/26/2016,NON,LASI,LASI,F,15.9,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2327,BP16A1,BP16A1N-12,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,BOIM,BOMB,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4146,BP16A2,BP16A2N-33,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4173,BP16B2,BP16B2N-60,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4200,BP16B2,BP16B2N-87,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,9.8,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2324,BP16A1,BP16A1N-9,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,PEPR,PEPO,M,560,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2419,BP16B1,BP16B1P-106,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,10,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4286,BP16D2,BP16D2P-173,2016,BP,2,42.5732,-84.38707,flowers,D,Pan,8/26/2016,NON,LASI,LASI,M,11.7,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2336,BP16A1,BP16A1N-21,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,BOIM,BOMB,F,134,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2341,BP16B1,BP16B1N-26,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,Sample too low,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2352,BP16B1,BP16B1N-37,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4120,BP16A2,BP16A2N-7,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,APIS,APME,APIS,F,137,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2386,BP16C1,BP16C1N-71,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,LASI,LASI,F,26.4,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2432,BP16C1,BP16C1P-119,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,PEPR,PEPO,F,570,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2436,BP16C1,BP16C1P-123,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,LASI,LASI,F,32.5,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4269,BP16A2,BP16A2P-156,2016,BP,2,42.5732,-84.38707,squash,A,Pan,8/26/2016,NON,LASI,LASI,F,7.7,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4283,BP16B2,BP16B2P-170,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,M,17.4,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2345,BP16B1,BP16B1N-30,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,Sample too low,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2373,BP16C1,BP16C1N-58,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,25.1,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2382,BP16C1,BP16C1N-67,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,89.5,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2388,BP16D1,BP16D1N-73,2016,BP,1,42.5732,-84.38707,flowers,D,Net,8/10/2016,NON,BOIM,BOMB,F,64.7,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4165,BP16B2,BP16B2N-52,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,63.4,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4166,BP16B2,BP16B2N-53,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,171,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4215,BP16C2,BP16C2N-102,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,APIS,APME,APIS,F,106,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2412,BP16B1,BP16B1P-99,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,56,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2456,BP16D1,BP16D1P-143,2016,BP,1,42.5732,-84.38707,flowers,D,Pan,8/10/2016,NON,PEPR,PEPO,F,180,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2318,BP16A1,BP16A1N-3,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,APIS,APME,APIS,F,510,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2347,BP16B1,BP16B1N-32,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,530,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4207,BP16C2,BP16C2N-94,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,APIS,APME,APIS,F,325,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4222,BP16C2,BP16C2N-109,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2322,BP16A1,BP16A1N-7,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,NON,PEPR,PEPO,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4208,BP16C2,BP16C2N-95,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,NON,PEPR,PEPO,F,496,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4282,BP16B2,BP16B2P-169,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,F,318,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4284,BP16B2,BP16B2P-171,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,F,20,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2316,BP16A1,BP16A1N-1,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,APIS,APME,APIS,F,520,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2354,BP16B1,BP16B1N-39,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,APIS,APME,APIS,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2355,BP16B1,BP16B1N-40,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,NON,BOIM,BOMB,F,550,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2358,BP16B1,BP16B1N-43,2016,BP,1,42.5732,-84.38707,squash,B,Net,8/10/2016,NON,BOIM,BOMB,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2375,BP16C1,BP16C1N-60,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4116,BP16A2,BP16A2N-3,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,APIS,APME,APIS,F,461,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4117,BP16A2,BP16A2N-4,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,APIS,APME,APIS,F,462,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4123,BP16A2,BP16A2N-10,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,APIS,APME,APIS,F,398,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4148,BP16B2,BP16B2N-35,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,APIS,APME,APIS,F,282,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4151,BP16B2,BP16B2N-38,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,APIS,APME,APIS,F,319,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4167,BP16B2,BP16B2N-54,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4184,BP16B2,BP16B2N-71,2016,BP,2,42.5732,-84.38707,squash,B,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4217,BP16C2,BP16C2N-104,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,APIS,APME,APIS,F,289,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4281,BP16B2,BP16B2P-168,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,F,13,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4295,BP16D2,BP16D2P-182,2016,BP,2,42.5732,-84.38707,flowers,D,Pan,8/26/2016,NON,LASI,LASI,F,12.2,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2374,BP16C1,BP16C1N-59,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,too high,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2379,BP16C1,BP16C1N-64,2016,BP,1,42.5732,-84.38707,squash,C,Net,8/10/2016,NON,BOIM,BOMB,F,419,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4137,BP16A2,BP16A2N-24,2016,BP,2,42.5732,-84.38707,squash,A,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4237,BP16C2,BP16C2N-124,2016,BP,2,42.5732,-84.38707,squash,C,Net,8/26/2016,NON,BOIM,BOMB,F,too high,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2415,BP16B1,BP16B1P-102,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,13.9,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2434,BP16C1,BP16C1P-121,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,LASI,LASI,F,159,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4270,BP16A2,BP16A2P-157,2016,BP,2,42.5732,-84.38707,squash,A,Pan,8/26/2016,NON,LASI,LASI,F,17.7,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2320,BP16A1,BP16A1N-5,2016,BP,1,42.5732,-84.38707,squash,A,Net,8/10/2016,APIS,APME,APIS,F,570,BQCV,1,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2425,BP16B1,BP16B1P-112,2016,BP,1,42.5732,-84.38707,squash,B,Pan,8/10/2016,NON,LASI,LASI,F,40.9,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2437,BP16C1,BP16C1P-124,2016,BP,1,42.5732,-84.38707,squash,C,Pan,8/10/2016,NON,LASI,LASI,F,19.8,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
4277,BP16B2,BP16B2P-164,2016,BP,2,42.5732,-84.38707,squash,B,Pan,8/26/2016,NON,LASI,LASI,F,18.4,BQCV,0,43,62.942,13.656,30.972,42.533,346,0.80363527,55,126,64,7
2240,E16D1,E16D1N-141,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,APIS,APME,APIS,F,307,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2279,E16C1,E16C1P-180,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,APIS,APME,APIS,F,161,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3367,E16A2,E16A2N-8,2016,E,2,42.50159,-83.66593,squash,A,Net,8/22/2016,NON,BOIM,BOMB,F,too high,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3393,E16B2,E16B2N-34,2016,E,2,42.50159,-83.66593,squash,B,Net,8/22/2016,NON,BOIM,BOMB,F,too high,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3462,E16D2,E16D2N-103,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,179,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3467,E16D2,E16D2N-108,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,172,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3473,E16D2,E16D2N-114,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,243,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3486,E16C2,E16C2P-127,2016,E,2,42.50159,-83.66593,squash,C,Pan,8/22/2016,APIS,APME,APIS,F,113,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2118,E16A1,E16A1N-18,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,too high,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2155,E16B1,E16B1N-55,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,222,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2199,E16B1,E16B1N-100,2016,E,1,42.50159,-83.66593,squash,B,Net,7/27/2016,NON,PEPR,PEPO,F,too high,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2250,E16A1,E16A1P-151,2016,E,1,42.50159,-83.66593,squash,A,Pan,7/27/2016,NON,LASI,LASI,F,23,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2296,E16C1,E16C1P-197,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,25.6,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2302,E16C1,E16C1P-203,2016,E,1,42.50159,-83.66593,squash,C,Pan,7/27/2016,NON,LASI,LASI,F,58.8,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3492,E16D2,E16D2P-133,2016,E,2,42.50159,-83.66593,flowers,D,Pan,8/22/2016,NON,LASI,LASI,F,24,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2236,E16D1,E16D1N-137,2016,E,1,42.50159,-83.66593,flowers,D,Net,7/27/2016,NON,BOFE,BOMB,F,580,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3425,E16C2,E16C2N-66,2016,E,2,42.50159,-83.66593,squash,C,Net,8/22/2016,NON,BOIM,BOMB,F,too high,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3454,E16D2,E16D2N-95,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,89.7,BQCV,1,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
3472,E16D2,E16D2N-113,2016,E,2,42.50159,-83.66593,flowers,D,Net,8/22/2016,APIS,APME,APIS,F,5.6,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
2114,E16A1,E16A1N-14,2016,E,1,42.50159,-83.66593,squash,A,Net,7/27/2016,NON,PEPR,PEPO,F,too high,BQCV,0,27,69.545,8.951,18.464,26.448,350,0.747902041,40,76,41,147
